YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN
2021,1,1,0,28.8,22.1
2021,1,2,0,30.6,23.8
2021,1,3,0,30.5,24.4
2021,1,4,0,32,24.1
2021,1,5,-1,31.4,23.2
2021,1,6,1.4,31.8,22.9
2021,1,7,0,30.7,22.9
2021,1,8,0,30.9,22.6
2021,1,9,0,29.8,21.5
2021,1,10,0,29.2,20.6
2021,1,11,0,29.4,21.5
2021,1,12,0,27.7,21.4
2021,1,13,0,28.6,22.6
2021,1,14,0,31.2,24
2021,1,15,0,30.5,23.8
2021,1,16,0,30.4,22.9
2021,1,17,0,29.8,24.1
2021,1,18,-1,29.2,24
2021,1,19,0,30.2,24
2021,1,20,13.9,30.2,24.2
2021,1,21,11.3,30,24.6
2021,1,22,2.8,31.8,24.6
2021,1,23,18.4,27.5,23.6
2021,1,24,0,30.8,23.6
2021,1,25,0.4,30.3,24.6
2021,1,26,-1,31.4,24.2
2021,1,27,-1,30.4,23.8
2021,1,28,0,29.9,23
2021,1,29,0,27.8,20.8
2021,1,30,0,27.6,19
2021,1,31,0,28,21.2
2021,2,1,0,28,20.3
2021,2,2,0,30.4,21.5
2021,2,3,0,31.1,22.1
2021,2,4,0,30.8,22.6
2021,2,5,-1,31.5,23.5
2021,2,6,0,31.2,24.1
2021,2,7,0,33,22.7
2021,2,8,0,32.1,23.7
2021,2,9,0,30,23.3
2021,2,10,18.6,30.5,22.9
2021,2,11,0,30.6,22.6
2021,2,12,0,31.2,23.4
2021,2,13,63.4,29.3,22
2021,2,14,0,30.9,22.7
2021,2,15,0,30,22.4
2021,2,16,0,30,21.3
2021,2,17,0,30.7,22.6
2021,2,18,0,30.2,20.6
2021,2,19,0,28.5,19.4
2021,2,20,0,28.6,19
2021,2,21,0,30.6,21.3
2021,2,22,0.2,29.7,24
2021,2,23,-1,30.2,23.7
2021,2,24,0,33.2,23.4
2021,2,25,0,33.4,22.9
2021,2,26,0,33,24.6
2021,2,27,0,34.3,24.6
2021,2,28,0,32.7,24.5
2021,3,1,0,33,23.5
2021,3,2,-1,35.3,24.3
2021,3,3,0,32.4,24.7
2021,3,4,0,31.6,23.3
2021,3,5,0,33.4,22.5
2021,3,6,0,33.2,22.8
2021,3,7,0,32.9,22.5
2021,3,8,0,33,23.4
2021,3,9,0,33,22.8
2021,3,10,0,32.6,23.6
2021,3,11,0,32.7,23.3
2021,3,12,-1,31.2,24.5
2021,3,13,0,31.5,24.7
2021,3,14,0,32.6,24.7
2021,3,15,1.6,32.6,24.7
2021,3,16,0.8,33.4,24.8
2021,3,17,1.2,33.4,25.5
2021,3,18,26.4,36.4,24.9
2021,3,19,3.7,34.6,24.1
2021,3,20,1,31.8,24.4
2021,3,21,0.4,34.6,24.8
2021,3,22,-1,32.6,24.1
2021,3,23,0.4,31.4,23.7
2021,3,24,0,32.8,23.7
2021,3,25,0,34.5,23.6
2021,3,26,0,32.8,25.1
2021,3,27,0,34.8,24
2021,3,28,0,35,24.9
2021,3,29,0,34.9,23.9
2021,3,30,0,36.7,24.8
2021,3,31,0,35.2,24.9
2021,4,1,0,35.7,21.9
2021,4,2,0,34.6,21.6
2021,4,3,0,35.5,24.5
2021,4,4,0,35.4,24.9
2021,4,5,-1,35.3,25.3
2021,4,6,0,33.8,24.7
2021,4,7,0,34.5,25.5
2021,4,8,0.1,32.8,25
2021,4,9,0,33.4,25.2
2021,4,10,0,34.4,23.5
2021,4,11,0,35.2,23.1
2021,4,12,0,36,25.2
2021,4,13,1.6,35.4,25.1
2021,4,14,0,35,25.6
2021,4,15,-1,36.1,25
2021,4,16,0,35.4,25.1
2021,4,17,0,35.6,25
2021,4,18,0,36.4,24.6
2021,4,19,-1,34.9,24.6
2021,4,20,22.4,34.4,24.7
2021,4,21,4,33.6,24.9
2021,4,22,0,34.9,26
2021,4,23,0,34.5,24
2021,4,24,0,34.1,23.6
2021,4,25,0,34.5,23.3
2021,4,26,0,31.6,24.6
2021,4,27,0,33.2,23.2
2021,4,28,0,34.2,24.4
2021,4,29,0,34.5,25.1
2021,4,30,0,35.3,25.5
2021,5,1,0,36.8,25.6
2021,5,2,0,37.4,24.5
2021,5,3,0,35.6,25.1
2021,5,4,0,35.2,26.6
2021,5,5,0,37,25.6
2021,5,6,0,35.9,26.1
2021,5,7,0,35.5,25.2
2021,5,8,0,36.6,26.4
2021,5,9,0,38.1,26.5
2021,5,10,0,35.1,27.4
2021,5,11,0,35.7,26.2
2021,5,12,0,36.9,26.3
2021,5,13,0,37.2,25.6
2021,5,14,0,36.6,26.1
2021,5,15,0,35.7,26.8
2021,5,16,0,36,25.6
2021,5,17,0,38.2,27.3
2021,5,18,0,36.1,26.3
2021,5,19,0,36.2,25.8
2021,5,20,0,36.9,26.6
2021,5,21,11,37.7,26.6
2021,5,22,0,35.5,25.5
2021,5,23,0.1,36.3,25
2021,5,24,0.2,36.8,25.2
2021,5,25,0,37.9,26.9
2021,5,26,1,35.9,25.4
2021,5,27,0,36.7,28
2021,5,28,0,35.9,27.4
2021,5,29,4.8,37.5,26.4
2021,5,30,11,33.9,25.9
2021,5,31,0,36.5,27.1
2021,6,1,2.5,38.3,25.6
2021,6,2,16.7,32.5,24.5
2021,6,3,-1,33.6,25.4
2021,6,4,17.6,34.1,24.9
