YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN
2021,1,1,35.5,29.2,23.8
2021,1,2,24,27.3,23.9
2021,1,3,15.6,29.6,23.7
2021,1,4,17.4,29.7,22.9
2021,1,5,6.3,30.8,24.5
2021,1,6,18.5,30.8,25
2021,1,7,25.8,30.5,23.9
2021,1,8,57.1,28,24.1
2021,1,9,146.5,26.9,23.7
2021,1,10,35.8,25.4,22.5
2021,1,11,19.6,26.2,23.5
2021,1,12,0.2,26.2,24
2021,1,13,77,26.8,24.4
2021,1,14,0.2,28.9,24.1
2021,1,15,32.5,30.1,24.8
2021,1,16,79.4,28,23
2021,1,17,0.5,28.8,23.5
2021,1,18,67,27.3,23.8
2021,1,19,10.1,27.2,23.5
2021,1,20,3,28.5,23.4
2021,1,21,21.2,30.5,23.3
2021,1,22,70.7,31.8,21.9
2021,1,23,0,30.3,22.4
2021,1,24,0,30.8,23.5
2021,1,25,0,31,21.8
2021,1,26,1.2,30.4,23
2021,1,27,113.5,30.2,23.5
2021,1,28,13.5,28,24.6
2021,1,29,12.2,28,23.3
2021,1,30,9.6,27.9,24.1
2021,1,31,1.2,29.3,23.8
2021,2,1,2,29.7,25.2
2021,2,2,55.7,26.5,23
2021,2,3,17.8,30.6,23.8
2021,2,4,42.6,28.8,23.5
2021,2,5,14.7,26.9,22.4
2021,2,6,15.4,29.9,24.5
2021,2,7,45.7,28,23
2021,2,8,122.7,26.1,22.4
2021,2,9,9,26.7,22.5
2021,2,10,0,29.2,22.9
2021,2,11,0.8,30.2,23.9
2021,2,12,-1,30.8,24.4
2021,2,13,0.8,29.8,24.5
2021,2,14,21.9,27.3,24.2
2021,2,15,0.3,27.7,25.4
2021,2,16,12.6,30.2,23.5
2021,2,17,2.3,28,23.8
2021,2,18,9.4,29.6,23
2021,2,19,1.3,27.4,22.5
2021,2,20,4.7,27.2,22.5
2021,2,21,53.9,27.2,23.6
2021,2,22,6.9,27.7,23.3
2021,2,23,1,29.4,23
2021,2,24,0.8,31.2,21.5
2021,2,25,0,31.4,24
2021,2,26,7.6,31.1,24.6
2021,2,27,0.3,31,22.9
2021,2,28,0,31.5,21.8
2021,3,1,2,30.8,22.9
