REGION_NAME,RUN_TIME,GWAP,LWAP,Reserve_GWAP_Fr,Reserve_GWAP_Ru,Reserve_GWAP_Rd,Reserve_GWAP_Dr
CLUZ,2022-02-13,4050.6723076011513,4192.665412131055,1733.0276305621537,6192.654448351604,19523.124311273546,1314.4706813122223
CLUZ,2022-02-14,5723.762498642867,5994.592940745901,755.5190318251487,2721.1745707954183,18491.170015686464,1.8612440780531527
CLUZ,2022-02-15,4036.6687645887455,4247.857073279225,473.8662121707416,5918.664303056223,20131.559365562152,518.3026277449324
CLUZ,2022-02-16,4479.946518810641,4694.916452727544,2123.6420741658535,7345.883418131867,19197.378807605954,771.0909640731292
CLUZ,2022-02-17,6933.79059226371,7314.451859325527,3694.04326929487,10310.95114209426,17060.328556186407,155.38242873159024
CLUZ,2022-02-18,11123.628739345584,11908.693330801665,3821.30683259944,16908.32272905768,12411.599626742383,2322.1489627481233
CLUZ,2022-02-19,6505.263814365015,6802.181019191901,4250.11018672664,7847.999500858031,17596.25750788481,794.3887068741636
CLUZ,2022-02-20,6695.286338494016,7045.629814740137,4202.041549136169,7721.16722981214,17135.267063781677,38.06286085694345
CLUZ,2022-02-21,5305.388359128271,5635.980745444076,941.4573779663563,5274.726169825379,15260.977996851896,0.0
CLUZ,2022-02-22,5295.891936643137,5567.880052272467,668.1639543515935,4706.015871047061,13370.873403439085,652.7977912591853
CLUZ,2022-02-23,5876.709705818069,6176.307661653706,2330.107249133902,3933.785734986306,14114.464207334328,706.8246242166051
CLUZ,2022-02-24,7598.649501125836,8026.927004775797,3784.8501430007213,9444.42219375352,13858.624322599351,1051.3951665042139
CLUZ,2022-02-25,5587.134907101184,5865.136073024406,2681.7557430555557,10108.350252876897,14983.796407270038,1660.5367059043954
CLUZ,2022-02-26,8135.756399956017,8562.44168562275,5798.532251173085,10306.981741814958,15132.228581445048,1988.6535918201587
CLUZ,2022-02-27,6032.699562647868,6285.173728896006,3092.387161334622,7045.54880288099,17542.71434809379,837.1140822938293
CLUZ,2022-02-28,4208.669745131056,4419.988134427131,979.3117736852245,7916.144079504577,12490.230214831106,1.1119579424599735
CLUZ,2022-03-01,4461.020091391342,4662.367982139222,1774.8172206438903,6857.016530454812,19388.29743676295,3.4970985381095864e-05
CLUZ,2022-03-02,5926.515614585871,6268.576993610206,1711.820552835408,5690.695882672707,18247.18808650329,406.10250324136115
CLUZ,2022-03-03,5975.5121832009345,6361.468233501461,580.616921715065,5946.344327125556,18155.89921768137,692.4671856392131
CLUZ,2022-03-04,7197.929052647664,7656.42516959158,328.4005019501625,8079.273384743639,16738.66047289837,427.0979959801773
CLUZ,2022-03-05,4476.698981715006,4638.952400075849,720.101757034031,5524.4387675214,20653.076740126286,2393.80621338197
CLUZ,2022-03-06,3866.1552487894687,4007.0708606540534,519.2706604980999,4945.221643830984,22455.761109415558,1143.05347716441
CLUZ,2022-03-07,4535.55493791542,4751.376578952592,170.34222905804657,4257.922070888487,22173.423462979674,1622.982784650157
CLUZ,2022-03-08,4328.535984216545,4531.186928058554,1923.7743385820252,4234.007339885671,22486.372343503128,2794.1584680342025
CLUZ,2022-03-09,3935.424367861412,4104.720449831759,610.9747400337938,4301.4076936446045,22632.282566119215,2939.091237858998
CLUZ,2022-03-10,5569.367296622877,5821.084578116761,1010.7110739479086,5096.74235052427,20837.130614140657,2993.0306006676124
CLUZ,2022-03-11,7772.52379317078,8120.945227559952,3354.9449685782724,6788.372122836947,18874.800643452094,938.4314551242406
CLUZ,2022-03-12,5946.7214277491075,6188.181922242744,2419.567153659296,6209.494284714243,20428.3115553406,240.2503474860763
CLUZ,2022-03-13,5158.949088519,5369.027012674209,2260.041684296063,6339.966529168624,21374.208344886905,5.322834673653173
CLUZ,2022-03-14,11693.918663770079,12343.825931372974,8117.1167336239605,8789.005432098009,16391.8546831859,2981.836176320343
CLUZ,2022-03-15,8741.082871782275,9200.87967850147,3577.6738782492366,3190.414360596177,18647.911893716806,0.9096070760987994
CLUZ,2022-03-16,20226.291885377992,21411.471528922622,8435.707172221555,13560.971084157343,12913.462006468531,134.80483318874175
CLUZ,2022-03-17,13276.294871915889,14095.679641408125,5435.6182827212315,5989.408644510445,14375.54183808618,2516.6778407083257
CLUZ,2022-03-18,13142.647408912815,13925.603667730824,3529.356185479703,7494.520111331637,15492.810895967039,24.966247453942316
CLUZ,2022-03-19,5382.69329690325,5653.871662967277,2081.014138604958,3117.0365213837044,23374.383589903147,3.4371665435442833e-07
CLUZ,2022-03-20,5284.105185904481,5530.372592859713,2255.646471595579,3521.232698674142,21854.15959953631,0.0003066449140252745
CLUZ,2022-03-21,7465.172190942598,7933.372611682556,1655.1888632900257,4521.86546050757,19990.84262869202,0.0001701912142373376
CLUZ,2022-03-22,10421.08994659393,11094.454473987675,2873.722579569263,5837.563691387541,17349.56241558576,36.01282164532756
CLUZ,2022-03-23,8701.3117656615,9240.052320748937,2684.2315577629383,4311.049861603195,18568.08457439584,3.780395440894476
CLUZ,2022-03-24,7505.621019456423,7966.783130529937,2204.4477512562817,3699.0114352805376,19540.936743621714,1.1740396059678402e-05
CLUZ,2022-03-25,10973.33156750132,11701.594403258267,6593.6193720547035,10450.555688405717,16999.217871090077,83.72006637657647
CLUZ,2022-03-26,20483.416075862653,21317.258452582762,9125.284163653998,21154.840006714265,13834.786114743325,1893.4701464055595
CLUZ,2022-03-27,8285.860504734752,8976.436427606875,3405.866554916512,9812.58549609948,20848.20717903154,355.6431177726665
CLUZ,2022-03-28,6068.164454939649,6437.5834885294635,630.4499539763568,1844.1779019190872,21255.300051887192,0.18240091440633638
CLUZ,2022-03-29,6326.957733754565,6706.578722303327,542.9345049266022,2222.7678707315363,20540.281904332634,0.344560028109371
CLUZ,2022-03-30,6072.211580563353,6463.689540288516,189.58316172489083,3881.3842851962745,21225.803774365868,234.50109137880932
CLUZ,2022-03-31,6678.583633617362,7103.856192593247,598.4565816943128,4293.427998996718,20659.632966810157,492.4205789835385
CLUZ,2022-04-01,5207.173143221734,5499.778832058902,85.31779326411075,4936.158485021784,22413.355658509146,0.08032493368471821
CLUZ,2022-04-02,2977.616137727912,3106.267078838962,137.6341683962264,2985.2622501694914,24112.48288309252,67.57068941803585
CLUZ,2022-04-03,3781.6324472910555,3922.447076328068,87.87423768613975,3501.010733032596,23105.412270777895,65.46104573210818
CLUZ,2022-04-04,3623.1400316438067,3820.811942808579,134.46237692404745,3554.2787076731465,23135.00242144084,366.4525741995973
CLUZ,2022-04-05,3656.976583894616,3816.951233304658,0.0,4591.7966828679155,22798.959954600075,404.71634433806724
CLUZ,2022-04-06,4184.895732907151,4378.257408842225,91.03502483108107,4223.172527295021,22242.40722783719,1028.273421661353
CLUZ,2022-04-07,3948.32852187362,4131.337825397199,0.0,1901.6760380837509,22399.65143491904,344.7450437926978
CLUZ,2022-04-08,4237.587750706807,4420.934695399112,0.0,4179.3690876244455,22151.24452189843,210.8669658950758
CLUZ,2022-04-09,3927.1273380031357,4057.481627977804,1535.1164887445889,228.9757800456621,22393.677616010325,0.0005736721793230934
CLUZ,2022-04-10,4467.513094591899,4629.634382605319,0.0,5567.741529453954,21999.49325849125,2992.295167395127
CLUZ,2022-04-11,4383.067036915202,4568.688584431094,0.0,3616.7881035545456,21992.879428652963,0.00018628042862307422
CLUZ,2022-04-12,4693.3753270094585,4903.647525238323,2332.3873846697593,712.4815201247043,21679.223495527913,0.000498708825030778
CLUZ,2022-04-13,5547.621330902894,5749.1745914838475,3923.7076232583995,1502.8002446987698,20782.68055682094,210.5237305117551
CLUZ,2022-04-14,6570.305059378784,6660.6764213864,6804.146571866485,1521.913192928934,19656.82211635002,1245.7950772523395
CLUZ,2022-04-15,4740.018427931686,4871.779181527851,3439.158560496795,2758.9825119806724,21547.32145149292,0.00033320616660797433
CLUZ,2022-04-16,5618.099007716896,5805.815548904405,4653.229755208334,1008.015251974144,21042.964631341725,37.01390620891581
CLUZ,2022-04-17,5738.470547294522,5911.197662474782,4918.294415731573,1223.092237756894,20759.279016452303,0.0008734976449414837
CLUZ,2022-04-18,11132.890346195263,11588.162668355959,10599.865944316038,4348.687097969876,17424.91390167282,631.8532412415943
CLUZ,2022-04-19,8698.081746663003,9117.64645345358,8311.537341461577,2097.066083969477,18159.855853569727,2.0219520909167584e-05
CLUZ,2022-04-20,16503.151373309345,17428.645425962823,5174.720151943544,11373.88070055824,13703.104332490311,707.4418443045121
CLUZ,2022-04-21,20019.928993192898,21125.9030173627,5797.079963544812,14569.298062532553,12503.990547565512,2080.965286387476
CLUZ,2022-04-22,11910.034139618752,12547.114989055626,5028.075201654886,4922.017317842584,15408.798742747244,197.47835141381864
CLUZ,2022-04-23,6506.448615615593,6769.239047296211,3470.3148274761134,1595.5947317469809,20099.683000785284,94.16021151566595
CLUZ,2022-04-24,6241.6356354974405,6468.950257789695,2883.237417795699,1470.611089769207,20446.989339693828,42.428227868931565
CLUZ,2022-04-25,6591.414425973197,6919.162016579534,776.3191925561797,969.1909930727913,19839.716381746042,2.1288331342094783e-05
CLUZ,2022-04-26,7332.339947160384,7742.436172252064,381.6836290223904,1949.9147801652891,19472.74523440384,3378.084393939278
CLUZ,2022-04-27,7687.428901951759,8170.9764900430255,471.48626470495174,1064.1768525736459,19578.13707419175,1.0771969915236624e-05
CLUZ,2022-04-28,9737.218714273607,10305.578643597217,2272.0240578427865,4372.806931407915,17430.811674218192,1073.1290186726462
CLUZ,2022-04-29,12950.139424537561,13967.669593316268,6727.668593891014,5993.527951226116,15234.512803870173,71.04342512977907
CLUZ,2022-04-30,5562.928070792937,7178.83505940415,1122.894491737121,3788.2590564599486,28783.36485439823,969.8047415640376
CLUZ,2022-05-01,4401.842035077161,5051.012826787018,118.90398151382824,2280.988160558643,20847.901275205575,1224.8985455676202
CLUZ,2022-05-02,4070.8774116302106,4786.985844121709,229.09711355277057,427.63857585294653,24975.649120635142,1381.6915970647801
CLUZ,2022-05-03,4444.500751510029,5618.972697662431,3.756912162162162,552.7901384035198,25813.002879851407,0.013907125154894671
CLUZ,2022-05-04,5025.160758397408,5986.403454328293,436.44503899696053,536.706784753243,24663.294381162887,1482.632106577618
CLUZ,2022-05-05,5987.706591454592,7036.222445061045,1406.8240511672739,2468.2906923951846,25405.114055821676,239.12339395025617
CLUZ,2022-05-06,5041.334185893616,6074.84517497702,871.2962811904799,1608.4510584497134,23682.929207617635,0.010144663792156044
CLUZ,2022-05-07,4851.637628278252,5702.850971940494,45.70732024623803,1087.0268559121978,24220.281052805632,201.94373646037255
CLUZ,2022-05-08,5313.162446639956,5834.154320286786,0.19201547812173606,1515.537832238159,20350.93883107054,0.2098409920133859
CLUZ,2022-05-09,3489.809127512028,3635.279445540168,0.006235980260206371,463.9408625583567,23078.454132389576,0.03707491582491582
CLUZ,2022-05-10,7141.699998552561,7548.586278294787,1056.9354574227816,2137.322270729084,19449.257743186517,690.1112924584428
CLUZ,2022-05-11,6951.7935628493815,7372.162350754259,197.59826550838534,1400.1212515245159,19701.26087445173,142.2050800709666
CLUZ,2022-05-12,6341.436022554092,7340.155613286117,835.2814732515772,2371.2776022098137,24483.072443139386,84.29090241500751
CLUZ,2022-05-13,6716.975520379806,8227.474432217987,2078.413474620831,3613.2446798879955,26847.056531802624,1799.0595167800443
CLUZ,2022-05-14,5705.45482123601,6140.582911933302,6.238010897181422,1800.9763023596206,15933.803667239898,0.0005145806028833552
CLUZ,2022-05-15,5222.552763141603,5481.655758974194,5.703839122486289e-06,1152.7102194289662,19397.581085067603,0.0003960116589038287
CLUZ,2022-05-16,5183.887928208716,5772.5751881760125,469.6967047687861,1426.2317939723569,18510.273966351007,161.55974224677067
CLUZ,2022-05-17,5056.727466879772,6147.3927371124255,296.65941962875195,871.0568233766235,25393.91608501492,24.599995592789643
CLUZ,2022-05-18,4846.427594852296,5172.920771202092,39.060356460206464,557.4122062530394,22577.45637077289,22.102296000939862
CLUZ,2022-05-19,4297.834900281479,4888.23383990577,428.17373174941815,790.8262399579304,24573.239174203663,0.25071341707653655
CLUZ,2022-05-20,4038.643468737257,4261.988736221323,241.06181947798294,752.5808490331107,22465.60222676554,120.69046782793589
CLUZ,2022-05-21,4683.697397692574,4878.444523893806,92.81788634403037,2408.490199157721,19656.148145676605,0.0003231728547463046
CLUZ,2022-05-22,4280.620312091048,4485.345881124676,5.462712863976084,700.7287495029193,18900.52478148874,0.00015712522346130928
CLUZ,2022-05-23,5273.532632418818,5652.418938024692,65.16814035869113,1858.264753628661,20846.942184033916,0.0002623853677702154
CLUZ,2022-05-24,5766.759332122576,7235.227808647412,2758.7031823549055,5103.075869233484,32244.37890733465,2988.334523442676
CLUZ,2022-05-25,6468.288646514947,9125.959349947858,6076.781932351985,6566.113711822497,45496.917949095245,4636.6019251235
CLUZ,2022-05-26,5948.753852429563,7046.096344214372,1175.8547785740184,1812.0578765015014,21341.455592324266,1022.1925107517526
CLUZ,2022-05-27,6158.450508282589,7048.446746085865,1244.2766487726099,2476.321366406606,26389.920638964286,305.98458292271243
CLUZ,2022-05-28,5165.154670519093,5558.99242622937,147.60522455653498,985.3736137380191,16440.86268785717,137.88948478597214
CLUZ,2022-05-29,8931.245573705259,12440.11228848918,15760.463809308545,16684.08937863014,62056.56670366953,4013.663711676459
CLUZ,2022-05-30,7719.514729043596,8198.005366740741,1506.5068941685413,3073.4652474412983,17383.202268848443,636.0540202825733
CLUZ,2022-05-31,7127.697841438454,7492.627024555249,577.8418920481067,2718.0073845504435,18918.013642746166,407.09654789409893
CLUZ,2022-06-01,5913.124131637028,6198.621764913938,70.85596618874656,1031.00759641071,20533.22278474827,35.3287777973234
CLUZ,2022-06-02,7739.504340363165,8215.163404085502,1351.655342988321,3381.847288359065,18998.65367746933,543.2942409989316
CLUZ,2022-06-03,15230.08532171425,16503.73948720007,7334.949804979331,8980.879380001017,11547.131509814737,6478.194093883841
CLUZ,2022-06-04,17681.352979888852,18595.966158478706,6686.480453882854,10048.818615814684,10280.867122514745,5309.218650116139
CLUZ,2022-06-05,15696.194263427391,16706.710026334164,5956.985740856108,10946.97123124726,18997.980437894497,822.1839646145639
CLUZ,2022-06-06,9899.407559169838,11291.291475797025,2158.112582125319,5415.074034843548,17267.608280657092,1958.0128224249288
CLUZ,2022-06-07,6525.049786080892,7450.576034134543,554.6924094900783,2500.205323086585,27340.80217108956,41337.273294866915
CLUZ,2022-06-08,7916.3964508339905,8747.625761813684,1696.134093852172,3811.702809520943,26260.275875039755,2473.230342848915
CLUZ,2022-06-09,11758.926531722314,12615.488702368186,2966.371240494304,6792.159250791971,20906.886430070314,4400.946328707403
CLUZ,2022-06-10,22174.32804788214,23676.63328308981,11670.916444805514,16647.731980360448,11629.755401363214,8112.870684229984
CLUZ,2022-06-11,24729.47235833409,25816.18600468839,14935.215886194923,20053.99098965925,9376.568808593514,4454.960549945651
CLUZ,2022-06-12,8678.591289997345,9102.489377885844,2197.231020781368,3651.075120872754,22848.023009128705,1631.5653263661588
CLUZ,2022-06-13,10695.055371561708,11586.101790818255,1889.8854046527147,5923.3103998090355,21276.290415789914,1902.4777372323745
CLUZ,2022-06-14,8784.482292909415,9447.411091849453,593.9117987316951,2409.7858408788948,23067.734597073788,664.5106894185385
CLUZ,2022-06-15,7503.629325706402,8051.854293837233,343.97486014934384,2447.22660769774,24199.17145520307,339.84507930697146
CLUZ,2022-06-16,15235.115381922371,16474.458824555953,6947.9258772888425,10385.627718629323,16512.447513345312,5919.467266966638
CLUZ,2022-06-17,23092.370969512507,25890.542317808024,14186.806484462159,18993.869072081074,10785.770436495954,4518.073535379271
CLUZ,2022-06-18,22599.719891739303,24231.562595428408,13429.559680997589,16865.422173224983,18226.034665253927,6130.9167130570395
CLUZ,2022-06-19,20719.002475229485,21719.63978814755,11862.173399950885,15436.248378825245,11085.150754829114,10617.304216540422
CLUZ,2022-06-20,22717.680509260044,24624.02662038723,14113.367235550879,17328.26307630722,10385.49218741855,7323.371525778557
CLUZ,2022-06-21,37819.267243898576,41958.534561176595,32133.8202000301,33357.30821715839,6203.021478234266,1971.373347368374
CLUZ,2022-06-22,45511.28667163269,50518.414073217995,39047.113032202935,35788.236592335306,12164.775317258393,2246.8592506946748
CLUZ,2022-06-23,20274.711435917514,21893.46406370818,14891.11425950488,14297.440520882948,13664.66746669346,764.4293166404772
CLUZ,2022-06-24,19003.7393735483,20340.491231068892,12293.495470924572,13599.965732676008,13092.699440788749,734.7909273662186
CLUZ,2022-06-25,7689.604524951406,8042.177375901068,255.83778643485311,2686.1986674045006,23577.304461011045,401.54909512567156
CLUZ,2022-06-26,6102.552558188834,6355.715627564021,4.298665835229119,1095.3979002631845,25347.962057567453,4.454592113599526
CLUZ,2022-06-27,6102.748018401081,6430.534116529078,2.962085308056872e-06,1042.0022242748705,25430.463474301978,8.380740573797363e-05
CLUZ,2022-06-28,6117.15490020412,6462.091837925193,53.033604106827916,1402.15852980811,25339.8928752239,41.084595181005106
CLUZ,2022-06-29,8829.910480281613,9355.272846636166,1617.167753833011,3854.5226828755262,22363.75233164956,4264.5554148062765
CLUZ,2022-06-30,9844.384446904294,10441.083273794404,1172.8680569696844,5230.602400248028,21523.46110657885,1701.0297586966708
CLUZ,2022-07-01,8886.837477598216,9413.49607905607,784.6090306766699,3383.711364622523,22671.47857196297,426.55510695363625
CLUZ,2022-07-02,8987.352977930488,9436.769616874473,1783.4813443226117,3326.0467606364355,22386.538412391685,2189.0269434352585
CLUZ,2022-07-03,13976.951174996093,14741.98949874537,6073.026275813438,8878.585816835113,15504.35605592648,4932.555694803471
CLUZ,2022-07-04,20343.93805511338,21637.459118569594,9246.850343836253,13595.182856035375,12161.298165028293,3838.4385137961413
CLUZ,2022-07-05,23256.151290239737,24791.29299660421,14316.860155316443,17797.96382101732,8653.992325562973,2461.9502344161765
CLUZ,2022-07-06,16888.676428109018,17878.958068977863,7250.344480134125,11507.43034584429,14347.086489922027,4595.749713514803
CLUZ,2022-07-07,9775.1186339905,10305.160394948643,2440.292699375075,3854.863039267424,21751.62769833226,120.3282071515898
CLUZ,2022-07-08,18933.31356525471,20317.234620992283,13071.673284125276,12717.874222430984,13841.921951869463,2546.3857652063434
CLUZ,2022-07-09,8648.46719982369,9114.82378837301,1489.5876441371681,3100.7887408753286,23543.269559465563,934.0315973098541
CLUZ,2022-07-10,8635.450320057407,9138.870663726171,872.8918692542462,2876.6106170341,23649.669719860678,329.25209904110267
CLUZ,2022-07-11,19051.774011316822,20450.666493449102,8526.278628555983,12667.694441019648,14737.979087915017,1363.6655847840725
CLUZ,2022-07-12,19989.695429578354,21382.58338731638,11999.91389034576,13741.409104032795,13242.967466677055,296.2943474771064
CLUZ,2022-07-13,10670.252309269723,11400.417130707256,1847.5143215880787,4582.209388205768,21579.60880301061,145.80657201709707
CLUZ,2022-07-14,21385.762057076907,23411.487637822625,12000.076282846481,15190.018883647737,12623.310428744913,6079.893165106634
CLUZ,2022-07-15,23416.691238959844,25263.701535333876,13423.182165052945,18195.723120865547,14529.975753171437,9521.165127650713
CLUZ,2022-07-16,12062.74935394535,12905.967746740924,3689.482187693308,6645.668991895228,21508.759808271945,52.21997072453869
CLUZ,2022-07-17,8533.965245119949,8957.973683383832,584.3141708871557,2607.6646214571706,21737.58942022253,4.55519654550191e-05
CLUZ,2022-07-18,10179.638551157772,10813.740715780497,1725.2849504974238,3782.0567453995873,19078.69013255504,4.150085983473411e-05
CLUZ,2022-07-19,7853.527192674001,8328.511392576675,66.45947244318181,1935.402275215605,23989.88254889474,59.349357561669706
CLUZ,2022-07-20,9328.07321592083,10088.374829864088,1219.912898291675,3698.7553923197243,23032.98197774328,802.2703810650083
CLUZ,2022-07-21,8317.782122701072,8820.11456737734,201.82268609387313,2627.9306128539456,23970.570494515945,87.92662559544634
CLUZ,2022-07-22,8729.237202917837,9953.528818043,1402.7689797382259,3688.2178313258987,36607.375685772335,2021.3436195666516
CLUZ,2022-07-23,9197.425705410811,11968.685534618759,10675.55114767666,8394.736598981879,45011.381582448426,5802.969599394545
CLUZ,2022-07-24,10681.969180398026,13716.199746658907,9903.836469603357,12818.13301849664,44220.52225892851,7297.029234754696
CLUZ,2022-07-25,15627.560633836416,18879.62678265896,4906.349698464362,10813.158733039663,35588.86896904116,2578.1796892285374
CLUZ,2022-07-26,13349.809176475927,16418.16699942473,8499.992582095088,9625.17620387872,27602.35972987011,873.7732040589524
CLUZ,2022-07-27,9526.532831637529,10821.814960386357,1539.5981016554977,4713.441680432491,26307.043287500837,29.89836041213742
CLUZ,2022-07-28,10429.164127720775,16725.438488501222,6191.225674192431,10059.759513223464,63048.685547042856,2855.508609808534
CLUZ,2022-07-29,6859.073423624149,8238.742612561415,94.28714419125969,2464.5960157194977,28261.247034952536,0.01172754697777072
CLUZ,2022-07-30,7874.278531514528,9169.37774683699,7017.538087197025,6313.605952590304,51183.1349479272,2329.322962475505
CLUZ,2022-07-31,5934.791416152288,6307.348806412897,52.807894429024586,1789.878001485779,21718.48778640324,707.290302196038
CLUZ,2022-08-01,5026.489356253938,5548.7778408221275,263.224098782395,472.99329779011964,29383.056349841234,799.5382621014296
CLUZ,2022-08-02,5534.021755769436,6595.932301275604,36.90626001193674,6125.624764451276,22155.133859388938,6.344298809293535
CLUZ,2022-08-03,5877.396512735171,8407.121491845604,371.5003145094201,6537.753719650901,43108.40553081314,1468.55014236766
CLUZ,2022-08-04,5430.748126398237,7305.182508470502,48.19174257425742,1348.7293777841815,38197.065806127146,1156.9613683963403
CLUZ,2022-08-05,4716.811577792866,6489.516450682899,208.39395420765027,1193.468434506674,55373.04076362759,0.006538413824122842
CLUZ,2022-08-06,5243.003596747219,5478.897472462199,1.4367816091954023e-06,261.27070296377974,26910.63908150227,0.00021226874391431353
CLUZ,2022-08-07,4893.053259195296,5114.602174137161,37.44149697231834,292.65237347645433,27265.81804933826,398.3787032540139
CLUZ,2022-08-08,4969.631835760097,5340.520987637937,0.0,358.5461106138026,27422.67317993979,0.00022109067300618256
CLUZ,2022-08-09,6164.277204652516,6812.730384160849,381.37560828721854,1299.0144318839218,26590.746031209805,0.0002362729316548853
CLUZ,2022-08-10,6698.086613976739,7599.642605744714,186.701673017652,1842.0374688313916,28323.23199818085,2149.682313107201
